tablescraper-selected-row,text-left,text-left 2,text-right,text-right 2,text-right 3,text-right 4,text-right 5
57097,2025090801000966,OMPL,7,58,60,"1,205.10","72,306.00"
57098,2025090804000811,UPCL,11,51,36,409.00,"14,724.00"
57099,2025090804000810,UPCL,71,51,64,409.00,"26,176.00"
57100,2025090801000965,TTL,41,41,10,784.30,"7,843.00"
57101,2025090801000964,BHCL,16,49,10,474.10,"4,741.00"
57102,2025090801000963,SNLI,7,58,10,455.00,"4,550.00"
57103,2025090801000962,HBL,62,56,10,201.70,"2,017.00"
57104,2025090804000809,UPCL,71,38,100,409.00,"40,900.00"
57105,2025090801000961,HBL,62,42,10,201.70,"2,017.00"
57106,2025090801000960,TTL,26,58,10,784.20,"7,842.00"
57107,2025090801000959,HBL,62,4,10,201.70,"2,017.00"
57108,2025090801000958,OMPL,38,51,10,"1,208.00","12,080.00"
57109,2025090801000957,OMPL,38,34,10,"1,208.00","12,080.00"
57110,2025090801000956,HBL,62,58,10,201.70,"2,017.00"
57111,2025090801000955,BHCL,16,42,10,474.10,"4,741.00"
57112,2025090801000954,NMBHF2,52,77,100,8.98,898.00
57113,2025090801000953,PRVU,54,25,400,208.00,"83,200.00"
57114,2025090804000808,RADHI,33,60,100,761.00,"76,100.00"
57115,2025090805000614,CLI,56,52,13,460.00,"5,980.00"
57116,2025090805000613,CLI,56,17,13,460.00,"5,980.00"
57117,2025090801000952,HBL,62,45,10,201.70,"2,017.00"
57118,2025090801000951,HBL,62,58,10,201.70,"2,017.00"
57119,2025090805000612,DORDI,17,6,300,240.40,"72,120.00"
57120,2025090805000611,MAKAR,50,16,10,566.30,"5,663.00"
57121,2025090805000610,MAKAR,74,16,10,566.40,"5,664.00"
57122,2025090803000217,SFCL,34,57,54,425.00,"22,950.00"
57123,2025090803000216,SFCL,55,57,100,425.30,"42,530.00"
57124,2025090803000215,SFCL,39,57,100,425.30,"42,530.00"
57125,2025090803000214,SFCL,38,57,100,425.30,"42,530.00"
57126,2025090803000213,SFCL,58,57,100,425.30,"42,530.00"
57127,2025090803000212,SFCL,17,57,300,425.30,"127,590.00"
57128,2025090803000211,SFCL,49,57,100,425.40,"42,540.00"
57129,2025090803000210,SFCL,35,57,51,425.50,"21,700.50"
57130,2025090803000209,SFCL,53,57,45,426.00,"19,170.00"
57131,2025090803000208,SFCL,58,57,50,426.00,"21,300.00"
57132,2025090804000807,OHL,58,18,10,792.50,"7,925.00"
57133,2025090804000806,UNHPL,36,47,20,458.00,"9,160.00"
57134,2025090804000805,UNHPL,36,7,100,458.00,"45,800.00"
57135,2025090804000804,UNHPL,36,68,350,458.00,"160,300.00"
57136,2025090804000803,UNHPL,36,28,100,457.90,"45,790.00"
57137,2025090804000802,UNHPL,36,6,250,457.80,"114,450.00"
57138,2025090804000801,UNHPL,36,62,100,457.00,"45,700.00"
57139,2025090804000800,UNHPL,36,34,80,457.00,"36,560.00"
57140,2025090805000609,ILI,5,17,12,446.10,"5,353.20"
57141,2025090805000608,MKJC,74,52,152,596.00,"90,592.00"
57142,2025090805000607,MKJC,74,42,100,596.00,"59,600.00"
57143,2025090805000606,MKJC,74,14,48,595.00,"28,560.00"
57144,2025090805000605,MKJC,74,42,200,595.00,"119,000.00"
57145,2025090804000799,SHPC,4,43,"1,065",544.00,"579,360.00"
57146,2025090805000604,HIDCL,62,40,80,273.10,"21,848.00"
57147,2025090805000603,HIDCL,62,40,500,273.20,"136,600.00"
57148,2025090805000602,HIDCL,38,40,100,273.30,"27,330.00"
57149,2025090801000950,HBL,62,45,10,201.70,"2,017.00"
57150,2025090803000207,CBBL,52,51,260,"1,021.20","265,512.00"
57151,2025090803000206,CBBL,17,51,40,"1,022.20","40,888.00"
57152,2025090805000601,NYADI,34,42,20,403.00,"8,060.00"
57153,2025090805000600,NYADI,34,52,10,403.00,"4,030.00"
57154,2025090803000205,HLI,34,45,10,400.00,"4,000.00"
57155,2025090801000949,PCBL,22,6,72,254.40,"18,316.80"
57156,2025090805000599,MHCL,34,56,10,420.10,"4,201.00"
57157,2025090801000948,SANIMA,76,47,50,366.20,"18,310.00"
57158,2025090801000947,SANIMA,58,47,30,366.40,"10,992.00"
57159,2025090805000598,PPL,34,65,50,302.00,"15,100.00"
57160,2025090805000597,PPL,94,65,231,302.00,"69,762.00"
57161,2025090801000946,SRLI,45,8,33,394.50,"13,018.50"
57162,2025090801000945,HBL,62,83,10,201.70,"2,017.00"
57163,2025090805000596,HRL,34,42,190,987.70,"187,663.00"
57164,2025090805000595,HRL,52,42,10,988.00,"9,880.00"
57165,2025090801000944,GSY,10,53,"2,600",9.00,"23,400.00"
57166,2025090804000798,UPCL,71,56,100,409.00,"40,900.00"
57167,2025090804000797,UPCL,71,8,100,409.00,"40,900.00"
57168,2025090804000796,UPCL,71,81,636,409.00,"260,124.00"
57169,2025090801000943,HBL,62,56,10,201.70,"2,017.00"
57170,2025090801000942,HBL,62,36,10,201.70,"2,017.00"
57171,2025090801000941,TTL,26,42,10,784.20,"7,842.00"
57172,2025090805000594,HRL,52,41,10,988.00,"9,880.00"
57173,2025090801000940,CZBIL,6,59,115,204.10,"23,471.50"
57174,2025090801000939,CZBIL,44,59,"1,000",204.20,"204,200.00"
57175,2025090801000938,CZBIL,51,59,300,204.30,"61,290.00"
57176,2025090801000937,CZBIL,38,59,100,204.30,"20,430.00"
57177,2025090805000593,HRL,45,6,1,969.00,969.00
57178,2025090805000592,NIFRA,28,32,54,271.10,"14,639.40"
57179,2025090801000936,NIBLGF,51,49,"2,000",9.71,"19,420.00"
57180,2025090801000935,NIBLGF,43,49,200,9.72,"1,944.00"
57181,2025090804000795,UAIL,5,49,102,518.00,"52,836.00"
57182,2025090804000794,UPCL,86,81,200,409.00,"81,800.00"
57183,2025090804000793,UPCL,86,50,300,408.80,"122,640.00"
57184,2025090805000591,HIDCL,58,21,37,274.00,"10,138.00"
57185,2025090804000792,AKPL,36,58,100,255.00,"25,500.00"
57186,2025090804000791,UNHPL,5,34,20,457.00,"9,140.00"
57187,2025090805000590,SANVI,57,58,10,613.00,"6,130.00"
57188,2025090804000790,UPCL,56,81,164,409.00,"67,076.00"
57189,2025090804000789,UPCL,56,21,20,409.00,"8,180.00"
57190,2025090804000788,UPCL,56,17,200,409.00,"81,800.00"
57191,2025090804000787,UPCL,56,48,30,408.90,"12,267.00"
57192,2025090804000786,UPCL,56,16,320,408.90,"130,848.00"
57193,2025090804000785,UPCL,56,34,"1,000",408.90,"408,900.00"
57194,2025090804000784,UPCL,56,45,100,408.90,"40,890.00"
57195,2025090804000783,UPCL,56,41,96,408.80,"39,244.80"
57196,2025090804000782,UPCL,56,7,100,408.80,"40,880.00"
57197,2025090804000781,UPCL,56,99,100,408.40,"40,840.00"
57198,2025090804000780,UPCL,56,25,20,408.40,"8,168.00"
57199,2025090804000779,UPCL,56,45,850,407.90,"346,715.00"
57200,2025090803000204,SJLIC,1,51,77,428.00,"32,956.00"
57201,2025090801000934,HBL,62,41,10,201.70,"2,017.00"
57202,2025090801000933,PURE,101,57,10,810.00,"8,100.00"
57203,2025090801000932,PURE,101,6,30,810.00,"24,300.00"
57204,2025090801000931,PURE,101,6,10,810.00,"8,100.00"
57205,2025090801000930,PURE,101,61,100,810.00,"81,000.00"
57206,2025090801000929,PURE,101,7,120,807.80,"96,936.00"
57207,2025090801000928,PURE,101,48,120,807.70,"96,924.00"
57208,2025090801000927,PURE,101,34,100,805.90,"80,590.00"
57209,2025090801000926,PURE,101,58,10,805.00,"8,050.00"
57210,2025090803000203,SAPDBL,62,43,28,785.20,"21,985.60"
57211,2025090803000202,SAPDBL,32,43,72,785.30,"56,541.60"
57212,2025090801000925,NBL,41,16,100,248.00,"24,800.00"
57213,2025090805000589,SONA,38,58,10,443.30,"4,433.00"
57214,2025090805000588,RHGCL,28,57,30,262.30,"7,869.00"
57215,2025090804000778,UPCL,7,45,50,407.90,"20,395.00"
57216,2025090804000777,NIL,7,57,30,681.00,"20,430.00"
57217,2025090804000776,LEC,49,49,345,213.80,"73,761.00"
57218,2025090801000924,TTL,26,42,10,784.20,"7,842.00"
57219,2025090801000923,HBL,62,63,10,201.70,"2,017.00"
57220,2025090805000587,MEL,57,8,10,280.40,"2,804.00"
57221,2025090803000201,NFS,6,10,100,632.40,"63,240.00"
57222,2025090801000922,JBLB,37,21,50,"1,421.00","71,050.00"
57223,2025090801000921,JBLB,62,21,20,"1,421.10","28,422.00"
57224,2025090803000200,MFIL,58,38,148,674.00,"99,752.00"
57225,2025090805000586,SAHAS,35,3,10,634.10,"6,341.00"
57226,2025090805000585,SAHAS,35,6,10,634.10,"6,341.00"
57227,2025090805000584,RNLI,8,46,12,455.00,"5,460.00"
57228,2025090801000920,EBL,66,42,28,718.00,"20,104.00"
57229,2025090801000919,EBL,66,42,50,718.00,"35,900.00"
57230,2025090801000918,EBL,66,42,100,718.00,"71,800.00"
57231,2025090801000917,EBL,66,42,122,718.00,"87,596.00"
57232,2025090804000775,RADHI,8,45,100,762.00,"76,200.00"
57233,2025090805000583,NIFRA,28,52,54,271.10,"14,639.40"
57234,2025090801000916,HBL,62,45,10,201.70,"2,017.00"
57235,2025090805000582,HRL,21,6,1,973.00,973.00
57236,2025090805000581,SMJC,8,7,382,535.00,"204,370.00"
57237,2025090805000580,SMJC,20,7,120,535.20,"64,224.00"
57238,2025090804000774,NGPL,14,44,50,394.20,"19,710.00"
57239,2025090801000915,SANIMA,14,47,100,366.10,"36,610.00"
57240,2025090801000914,SANIMA,72,47,80,366.20,"29,296.00"
57241,2025090804000773,CHCL,38,52,60,498.10,"29,886.00"
57242,2025090801000913,LSL,32,16,10,231.40,"2,314.00"
57243,2025090805000579,GVL,42,58,11,533.30,"5,866.30"
57244,2025090801000912,TTL,26,17,10,784.20,"7,842.00"
57245,2025090801000911,HBL,62,35,10,201.70,"2,017.00"
57246,2025090803000199,NLIC,26,58,10,769.00,"7,690.00"
57247,2025090804000772,KPCL,52,92,15,555.00,"8,325.00"
57248,2025090805000578,GCIL,22,56,11,478.00,"5,258.00"
57249,2025090804000771,PMHPL,36,66,80,359.90,"28,792.00"
57250,2025090805000577,DORDI,71,19,10,242.70,"2,427.00"
57251,2025090805000576,DORDI,71,19,10,242.60,"2,426.00"
57252,2025090805000575,DORDI,71,19,10,242.50,"2,425.00"
57253,2025090801000910,TTL,26,51,10,784.20,"7,842.00"
57254,2025090804000770,HDHPC,58,28,10,185.70,"1,857.00"
57255,2025090801000909,HBL,62,58,10,201.70,"2,017.00"
57256,2025090804000769,API,58,34,170,288.00,"48,960.00"
57257,2025090803000198,SJLIC,1,67,10,428.00,"4,280.00"
57258,2025090805000574,HDL,81,45,50,"1,383.00","69,150.00"
57259,2025090805000573,HDL,1,45,100,"1,383.00","138,300.00"
57260,2025090801000908,HBL,62,36,10,201.20,"2,012.00"
57261,2025090801000907,HBL,62,58,10,201.00,"2,010.00"
57262,2025090801000906,HBL,62,49,10,201.00,"2,010.00"
57263,2025090801000905,HBL,62,25,10,201.00,"2,010.00"
57264,2025090801000904,HBL,62,50,10,201.00,"2,010.00"
57265,2025090801000903,HBL,62,38,10,201.00,"2,010.00"
57266,2025090801000902,HBL,62,49,10,201.00,"2,010.00"
57267,2025090801000901,HBL,62,58,10,201.00,"2,010.00"
57268,2025090801000900,HBL,62,58,10,201.00,"2,010.00"
57269,2025090801000899,HBL,62,49,10,201.00,"2,010.00"
57270,2025090801000898,HBL,62,59,10,201.00,"2,010.00"
57271,2025090801000897,HBL,35,58,10,200.70,"2,007.00"
57272,2025090804000768,UPCL,21,5,144,407.80,"58,723.20"
57273,2025090804000767,UPCL,56,5,160,408.00,"65,280.00"
57274,2025090805000572,CHDC,81,13,12,"2,502.00","30,024.00"
57275,2025090801000896,MBL,59,52,500,250.10,"125,050.00"
57276,2025090801000895,HBL,35,25,10,200.70,"2,007.00"
57277,2025090805000571,BHDC,80,49,"2,458",583.90,"1,435,226.20"
57278,2025090805000570,SMJC,20,7,180,535.20,"96,336.00"
57279,2025090805000569,SMJC,13,7,100,535.30,"53,530.00"
57280,2025090805000568,SMJC,49,7,100,536.00,"53,600.00"
57281,2025090805000567,SMJC,67,7,80,537.00,"42,960.00"
57282,2025090805000566,SMJC,32,7,40,537.10,"21,484.00"
57283,2025090801000894,CITY,32,57,20,585.20,"11,704.00"
57284,2025090804000766,UPCL,56,32,105,408.00,"42,840.00"
57285,2025090804000765,BARUN,45,42,10,328.00,"3,280.00"
57286,2025090805000565,HIDCL,42,40,7,274.30,"1,920.10"
57287,2025090805000564,MBJC,41,52,50,303.60,"15,180.00"
57288,2025090804000764,UPCL,56,36,500,408.00,"204,000.00"
57289,2025090804000763,UPCL,56,58,"1,000",408.00,"408,000.00"
57290,2025090804000762,UPCL,56,8,100,408.00,"40,800.00"
57291,2025090804000761,UPCL,56,55,400,408.00,"163,200.00"
57292,2025090804000760,UPCL,56,84,55,408.00,"22,440.00"
57293,2025090804000759,UPCL,56,42,235,407.90,"95,856.50"
57294,2025090805000563,MBJC,41,6,10,303.60,"3,036.00"
57295,2025090804000758,NIL,7,58,20,681.00,"13,620.00"
57296,2025090801000893,HBL,35,58,10,200.70,"2,007.00"
57297,2025090801000892,NMIC,57,58,10,"1,230.00","12,300.00"
57298,2025090803000197,HLI,94,52,12,396.00,"4,752.00"
57299,2025090805000562,BHL,52,32,500,187.10,"93,550.00"
57300,2025090804000757,BPCL,50,62,"1,000",808.00,"808,000.00"
57301,2025090805000561,MBJC,41,32,10,303.60,"3,036.00"
57302,2025090801000891,HBL,35,38,10,200.70,"2,007.00"
57303,2025090801000890,OMPL,95,57,10,"1,205.00","12,050.00"
57304,2025090801000889,SANIMA,72,47,105,366.20,"38,451.00"
57305,2025090801000888,SANIMA,46,47,80,366.30,"29,304.00"
57306,2025090801000887,HBL,35,54,10,200.70,"2,007.00"
57307,2025090804000756,SPDL,57,34,100,396.00,"39,600.00"
57308,2025090805000560,MKJC,39,42,300,595.00,"178,500.00"
57309,2025090801000886,KBL,51,16,139,197.00,"27,383.00"
57310,2025090801000885,BHCL,58,44,10,475.00,"4,750.00"
57311,2025090801000884,BHCL,58,14,10,475.00,"4,750.00"
57312,2025090801000883,BHCL,58,63,10,475.00,"4,750.00"
57313,2025090801000882,BHCL,58,49,10,475.00,"4,750.00"
57314,2025090801000881,BHCL,58,63,10,474.20,"4,742.00"
57315,2025090804000755,UPCL,21,99,100,407.80,"40,780.00"
57316,2025090805000559,ILI,5,62,20,446.10,"8,922.00"
57317,2025090804000754,UPCL,21,14,100,407.80,"40,780.00"
57318,2025090801000880,HBL,35,5,10,200.70,"2,007.00"
57319,2025090805000558,NRM,55,42,45,463.00,"20,835.00"
57320,2025090805000557,SMH,49,43,58,859.50,"49,851.00"
57321,2025090804000753,UPCL,21,41,200,407.80,"81,560.00"
57322,2025090804000752,UPCL,21,11,220,407.00,"89,540.00"
57323,2025090801000879,BHCL,16,58,10,474.10,"4,741.00"
57324,2025090801000878,HBL,35,63,10,200.70,"2,007.00"
57325,2025090805000556,SMJC,32,7,160,537.10,"85,936.00"
57326,2025090805000555,SMJC,4,7,"2,500",538.00,"1,345,000.00"
57327,2025090805000554,SMJC,14,7,40,540.00,"21,600.00"
57328,2025090804000751,UPCL,58,11,10,407.00,"4,070.00"
57329,2025090804000750,UPCL,34,11,350,407.00,"142,450.00"
57330,2025090804000749,UPCL,58,11,25,407.00,"10,175.00"
57331,2025090803000196,MNBBL,8,77,127,443.00,"56,261.00"
57332,2025090803000195,MNBBL,8,57,873,443.00,"386,739.00"
57333,2025090801000877,HBL,35,52,10,200.70,"2,007.00"
57334,2025090804000748,UNHPL,62,34,500,455.00,"227,500.00"
57335,2025090805000553,SAHAS,42,4,10,634.00,"6,340.00"
57336,2025090801000876,HBL,26,58,10,200.70,"2,007.00"
57337,2025090801000875,HBL,62,28,10,200.70,"2,007.00"
57338,2025090804000747,NGPL,14,44,30,394.20,"11,826.00"
57339,2025090804000746,UPCL,33,41,300,407.80,"122,340.00"
57340,2025090805000552,CHDC,7,44,12,"2,502.20","30,026.40"
57341,2025090801000874,HBL,62,49,10,200.70,"2,007.00"
57342,2025090805000551,HRL,45,49,1,969.00,969.00
57343,2025090803000194,SAPDBL,32,21,28,785.30,"21,988.40"
57344,2025090801000873,TTL,47,44,10,785.00,"7,850.00"
57345,2025090801000872,TTL,47,48,10,785.00,"7,850.00"
57346,2025090801000871,TTL,47,58,10,784.90,"7,849.00"
57347,2025090801000870,TTL,47,4,10,784.80,"7,848.00"
57348,2025090804000745,UNHPL,62,34,500,455.00,"227,500.00"
57349,2025090801000869,HBL,62,4,10,200.70,"2,007.00"
57350,2025090801000868,HBL,62,63,10,200.70,"2,007.00"
57351,2025090805000550,SANVI,3,28,10,616.00,"6,160.00"
57352,2025090805000549,SANVI,3,28,10,616.00,"6,160.00"
57353,2025090805000548,SANVI,3,75,10,616.00,"6,160.00"
57354,2025090805000547,SANVI,3,49,10,616.00,"6,160.00"
57355,2025090801000867,BHCL,16,55,10,474.10,"4,741.00"
57356,2025090804000744,MEN,54,49,113,618.00,"69,834.00"
57357,2025090804000743,MEN,33,49,387,618.00,"239,166.00"
57358,2025090804000742,UNHPL,62,34,481,455.00,"218,855.00"
57359,2025090804000741,UNHPL,28,34,19,456.00,"8,664.00"
57360,2025090801000866,HBL,7,58,10,200.70,"2,007.00"
57361,2025090804000740,HDHPC,58,28,20,185.60,"3,712.00"
57362,2025090804000739,UNHPL,28,58,300,456.00,"136,800.00"
57363,2025090801000865,HBL,7,49,10,200.70,"2,007.00"
57364,2025090801000864,EBL,18,85,3,720.00,"2,160.00"
57365,2025090801000863,HBL,7,58,10,200.70,"2,007.00"
57366,2025090805000546,SANVI,95,28,10,615.00,"6,150.00"
57367,2025090805000545,SANVI,95,51,10,615.00,"6,150.00"
57368,2025090805000544,HRL,34,32,20,987.70,"19,754.00"
57369,2025090805000543,NRM,55,42,50,463.00,"23,150.00"
57370,2025090801000862,HBL,7,42,10,200.70,"2,007.00"
57371,2025090801000861,PCBL,22,42,10,254.50,"2,545.00"
57372,2025090805000542,SANVI,3,34,10,615.00,"6,150.00"
57373,2025090801000860,HBL,7,38,10,200.70,"2,007.00"
57374,2025090805000541,SHIVM,36,39,100,595.00,"59,500.00"
57375,2025090805000540,RHGCL,58,57,10,265.00,"2,650.00"
57376,2025090805000539,SANVI,7,58,10,613.10,"6,131.00"
57377,2025090805000538,NIFRA,28,59,30,271.10,"8,133.00"
57378,2025090805000537,NRN,39,17,11,"2,075.50","22,830.50"
57379,2025090801000859,NIMB,76,34,10,208.00,"2,080.00"
57380,2025090804000738,SHPC,4,45,500,544.00,"272,000.00"
57381,2025090801000858,SNLI,7,51,16,455.00,"7,280.00"
57382,2025090805000536,SAHAS,42,17,500,634.00,"317,000.00"
57383,2025090801000857,GSY,52,77,100,8.90,890.00
57384,2025090804000737,UNHPL,62,42,100,455.00,"45,500.00"
57385,2025090801000856,HBL,7,39,10,200.70,"2,007.00"
57386,2025090804000736,UNHPL,62,28,100,455.00,"45,500.00"
57387,2025090805000535,NTC,35,57,10,829.00,"8,290.00"
57388,2025090805000534,CLI,35,50,500,460.00,"230,000.00"
57389,2025090805000533,CLI,35,58,13,460.00,"5,980.00"
57390,2025090805000532,SAHAS,42,19,10,634.00,"6,340.00"
57391,2025090801000855,HBL,7,58,10,200.70,"2,007.00"
57392,2025090803000193,EDBL,33,88,90,622.00,"55,980.00"
57393,2025090801000854,BHCL,14,47,10,474.00,"4,740.00"
57394,2025090805000531,MKJC,39,42,500,595.00,"297,500.00"
57395,2025090801000853,ADBL,58,55,10,321.00,"3,210.00"
57396,2025090801000852,TTL,26,58,10,784.20,"7,842.00"
57397,2025090804000735,JOSHI,64,92,20,286.10,"5,722.00"
57398,2025090805000530,MBJC,41,67,10,303.60,"3,036.00"
57399,2025090804000734,SJCL,6,48,20,291.10,"5,822.00"
57400,2025090804000733,SJCL,6,48,20,291.10,"5,822.00"
57401,2025090801000851,HBL,7,38,10,200.70,"2,007.00"
57402,2025090805000529,MEHL,44,38,10,410.10,"4,101.00"
57403,2025090804000732,AHPC,14,57,30,286.00,"8,580.00"
57404,2025090805000528,HIDCL,61,21,60,274.00,"16,440.00"
57405,2025090801000850,EBL,57,17,10,719.50,"7,195.00"
57406,2025090805000527,MMF1,19,7,200,9.80,"1,960.00"
57407,2025090803000192,NUBL,53,43,200,765.00,"153,000.00"
57408,2025090803000191,NUBL,3,43,20,767.00,"15,340.00"
57409,2025090805000526,VLUCL,39,58,10,544.10,"5,441.00"
57410,2025090801000849,HBL,7,36,10,200.70,"2,007.00"
57411,2025090805000525,HIDCL,45,21,10,274.00,"2,740.00"
57412,2025090805000524,HIDCL,38,21,50,274.00,"13,700.00"
57413,2025090805000523,HIDCL,45,21,50,274.20,"13,710.00"
57414,2025090801000848,HBL,7,16,10,200.70,"2,007.00"
57415,2025090801000847,BHCL,14,16,10,474.00,"4,740.00"
57416,2025090801000846,HBL,7,58,10,200.70,"2,007.00"
57417,2025090801000845,HBL,7,38,10,200.70,"2,007.00"
57418,2025090805000522,HATHY,38,5,10,"1,020.00","10,200.00"
57419,2025090801000844,BHCL,14,55,10,474.00,"4,740.00"
57420,2025090804000731,PPCL,32,49,50,320.90,"16,045.00"
57421,2025090805000521,BHL,14,32,10,188.00,"1,880.00"
57422,2025090801000843,ULBSL,38,35,10,"3,621.00","36,210.00"
57423,2025090803000190,SLBBL,8,56,7,917.00,"6,419.00"
57424,2025090805000520,HIDCL,58,33,18,274.30,"4,937.40"
57425,2025090805000519,HIDCL,58,33,18,274.30,"4,937.40"
57426,2025090805000518,HIDCL,58,13,25,274.30,"6,857.50"
57427,2025090801000842,HBL,7,58,10,200.70,"2,007.00"
57428,2025090805000517,SANVI,42,38,10,613.00,"6,130.00"
57429,2025090801000841,TTL,26,58,10,784.20,"7,842.00"
57430,2025090804000730,NIL,50,63,91,681.00,"61,971.00"
57431,2025090805000516,NYADI,34,52,140,403.00,"56,420.00"
57432,2025090805000515,HRL,34,59,687,987.70,"678,549.90"
57433,2025090805000514,HRL,33,59,15,988.00,"14,820.00"
57434,2025090805000513,HRL,60,59,500,988.00,"494,000.00"
57435,2025090805000512,HRL,41,59,31,988.00,"30,628.00"
57436,2025090805000511,HRL,26,59,80,988.00,"79,040.00"
57437,2025090805000510,HRL,33,59,100,988.10,"98,810.00"
57438,2025090805000509,HRL,45,59,10,988.30,"9,883.00"
57439,2025090805000508,HRL,66,59,50,989.00,"49,450.00"
57440,2025090801000840,HBL,7,29,10,200.70,"2,007.00"
57441,2025090801000839,HBL,7,63,10,200.70,"2,007.00"
57442,2025090805000507,SAHAS,42,58,10,634.00,"6,340.00"
57443,2025090801000838,HBL,7,55,10,200.70,"2,007.00"
57444,2025090804000729,GLH,45,57,200,255.00,"51,000.00"
57445,2025090804000728,HPPL,33,32,20,475.60,"9,512.00"
57446,2025090804000727,UPCL,58,34,45,407.00,"18,315.00"
57447,2025090804000726,UPCL,55,34,10,407.00,"4,070.00"
57448,2025090804000725,UPCL,38,34,100,407.00,"40,700.00"
57449,2025090803000189,SAPDBL,22,21,30,785.30,"23,559.00"
57450,2025090801000837,HBL,7,92,10,200.70,"2,007.00"
57451,2025090804000724,SALICO,57,41,500,669.60,"334,800.00"
57452,2025090801000836,HBL,7,44,10,200.70,"2,007.00"
57453,2025090804000723,NGPL,5,25,308,394.10,"121,382.80"
57454,2025090804000722,NGPL,32,25,30,394.50,"11,835.00"
57455,2025090805000506,HRL,45,38,1,969.00,969.00
57456,2025090801000835,HBL,7,34,10,200.70,"2,007.00"
57457,2025090805000505,HDL,41,61,29,"1,382.10","40,080.90"
57458,2025090805000504,HDL,90,61,47,"1,382.30","64,968.10"
57459,2025090805000503,HDL,14,61,75,"1,385.00","103,875.00"
57460,2025090801000834,MBL,59,21,500,250.10,"125,050.00"
57461,2025090804000721,PMHPL,36,58,150,359.90,"53,985.00"
57462,2025090803000188,SFCL,38,80,30,430.00,"12,900.00"
57463,2025090804000720,SHPC,49,26,94,545.00,"51,230.00"
57464,2025090804000719,SHPC,49,38,690,545.00,"376,050.00"
57465,2025090804000718,GHL,41,6,358,222.70,"79,726.60"
57466,2025090801000833,BHCL,13,58,10,474.20,"4,742.00"
57467,2025090805000502,NTC,35,70,40,829.00,"33,160.00"
57468,2025090803000187,SINDU,17,46,38,698.00,"26,524.00"
57469,2025090803000186,SINDU,26,46,12,698.00,"8,376.00"
57470,2025090804000717,UPCL,16,84,400,408.00,"163,200.00"
57471,2025090804000716,UPCL,16,45,100,407.90,"40,790.00"
57472,2025090804000715,RHPL,6,48,80,285.00,"22,800.00"
57473,2025090801000832,HBL,7,56,10,200.70,"2,007.00"
57474,2025090801000831,HBL,7,57,10,200.70,"2,007.00"
57475,2025090801000830,HBL,7,48,10,200.70,"2,007.00"
57476,2025090805000501,NYADI,34,96,10,403.00,"4,030.00"
57477,2025090805000500,NYADI,58,96,20,404.00,"8,080.00"
57478,2025090805000499,NYADI,66,96,20,404.10,"8,082.00"
57479,2025090801000829,TTL,47,34,10,784.10,"7,841.00"
57480,2025090804000714,NGPL,14,46,50,394.60,"19,730.00"
57481,2025090801000828,SNLI,7,52,16,455.00,"7,280.00"
57482,2025090805000498,CHDC,81,58,460,"2,502.00","1,150,920.00"
57483,2025090805000497,CHDC,66,58,40,"2,502.00","100,080.00"
57484,2025090804000713,UNHPL,62,71,30,455.00,"13,650.00"
57485,2025090801000827,HBL,53,45,10,200.60,"2,006.00"
57486,2025090804000712,UAIL,14,46,9,518.00,"4,662.00"
57487,2025090804000711,UAIL,14,13,10,518.00,"5,180.00"
57488,2025090801000826,HBL,53,54,10,200.60,"2,006.00"
57489,2025090801000825,BHCL,13,45,10,474.20,"4,742.00"
57490,2025090805000496,MEL,57,5,10,280.20,"2,802.00"
57491,2025090803000185,EDBL,33,88,"2,980",622.00,"1,853,560.00"
57492,2025090803000184,EDBL,33,88,"2,000",622.10,"1,244,200.00"
57493,2025090803000183,EDBL,5,88,20,623.00,"12,460.00"
57494,2025090805000495,RNLI,8,8,12,455.00,"5,460.00"
57495,2025090801000824,NMB,54,3,31,251.70,"7,802.70"
57496,2025090804000710,LEC,34,28,100,215.00,"21,500.00"
57497,2025090801000823,NMB,34,43,52,250.00,"13,000.00"
57498,2025090801000822,GBIME,19,17,25,249.00,"6,225.00"
57499,2025090804000709,GLH,45,17,10,255.00,"2,550.00"
57500,2025090801000821,HBL,53,49,10,200.60,"2,006.00"
57501,2025090805000494,RFPL,42,68,10,355.00,"3,550.00"
57502,2025090801000820,HBL,53,47,10,200.60,"2,006.00"
57503,2025090801000819,SAMAJ,13,62,50,"2,778.30","138,915.00"
57504,2025090801000818,HBL,53,58,10,200.60,"2,006.00"
57505,2025090801000817,HBL,53,38,10,200.60,"2,006.00"
57506,2025090805000493,CHDC,83,17,500,"2,502.20","1,251,100.00"
57507,2025090801000816,HBL,53,58,10,200.60,"2,006.00"
57508,2025090801000815,NABIL,58,38,200,515.00,"103,000.00"
57509,2025090801000814,PURE,101,48,40,800.00,"32,000.00"
57510,2025090805000492,MBJC,41,48,20,303.60,"6,072.00"
57511,2025090805000491,MBJC,62,48,70,303.90,"21,273.00"
57512,2025090801000813,TTL,47,41,10,784.10,"7,841.00"
57513,2025090804000708,SHPC,49,77,100,545.00,"54,500.00"
57514,2025090804000707,PMHPL,36,34,600,359.90,"215,940.00"
57515,2025090804000706,PMHPL,36,58,50,359.80,"17,990.00"
57516,2025090804000705,PMHPL,36,53,100,359.00,"35,900.00"
57517,2025090805000490,ILI,5,46,12,446.10,"5,353.20"
57518,2025090803000182,NLICL,57,44,260,582.50,"151,450.00"
57519,2025090803000181,NLICL,1,44,105,582.60,"61,173.00"
